observation_date,3M_treasury_bill,10_yr_yield,Building_permits,Capacity_Utilization,Core_CPI,Credit_Spread_AAA,Credit_Spread_BAA,Disposable_Income,Employment,FedFunds,Housing_price_index,HOUST,Industrial_production,M1REAL,M2REAL,Nonfarm_Payrolls,Personal_Consumption,PPI,Real_GDP,Unemployment_Rate,CPI
2016-07-01 00:00:00,0.3,1.56,1234,75.4434,248.365,3.34,4.26,14182,151698,0.4,379.02,1159,98.865,1374.4,5396.9,144716,12993.064,187.067,19197.938,4.9,240.607
2016-10-01 00:00:00,0.43,2.13,1244,75.228,249.514,3.81,4.64,14274.2,151968,0.45,381.94,1235,98.7105,1386.7,5446.9,145219,13060.061,187.067,19304.352,4.8,242.135
2017-01-01 00:00:00,0.59,2.44,1270,75.2042,250.803,3.96,4.66,14422.3,152566,0.7,384.62,1217,98.7131,1415.8,5491.9,145815,13160.475,191.267,19398.343,4.6,243.839
2017-04-01 00:00:00,0.89,2.26,1271,76.3943,251.468,3.8,4.5,14579.6,153214,0.95,393.22,1184,100.1701,1446.3,5553.4,146379,13225.743,193.133,19506.949,4.4,244.12
2017-07-01 00:00:00,1.04,2.24,1283,76.3397,252.444,3.65,4.33,14681.5,153786,1.15,399.28,1182,99.8649,1461,5583.4,146900,13315.382,194.033,19660.766,4.3,245.287
2017-10-01 00:00:00,1.21,2.37,1322,77.6209,253.895,3.56,4.27,14772.5,153773,1.2,402.59,1236,101.2518,1468.7,5598.6,147348,13460.902,195.7,19882.352,4.2,247.238
2018-01-01 00:00:00,1.56,2.76,1341,78.2114,255.729,3.75,4.47,14927.5,154945,1.45,408.22,1298,101.7926,1478,5596.8,147998,13558.373,198.833,20044.077,4,249.322
2018-04-01 00:00:00,1.84,2.92,1354,79.1895,257.058,3.94,4.78,15061.4,155575,1.74,415.71,1275,102.9778,1472.9,5620.1,148707,13630.967,202.567,20150.476,3.9,250.679
2018-07-01 00:00:00,2.04,2.93,1307,79.7741,257.986,3.91,4.81,15220.3,155888,1.92,420.8,1249,103.5815,1473,5647.7,149218,13693.79,203.767,20276.154,3.8,251.686
2018-10-01 00:00:00,2.32,3.03,1310,79.7555,259.473,4.13,5.14,15365.3,156643,2.22,422.21,1166,103.5815,1481.4,5662.1,149651,13736.572,202.633,20304.874,3.8,252.711
2019-01-01 00:00:00,2.39,2.65,1278,78.7412,261.173,3.83,4.97,15554.4,156684,2.4,426.96,1179,103.0383,1493.9,5725.6,150141,13758.331,199.7,20431.641,3.9,253.386
2019-04-01 00:00:00,2.3,2.33,1323,77.9784,262.318,3.59,4.6,15542.9,156893,2.4,434.1,1269,102.3678,1502.6,5759.4,150682,13875.705,201.367,20602.275,3.6,255.247
2019-07-01 00:00:00,1.98,1.8,1443,77.6879,263.848,3.1,4.02,15647.7,157899,2.19,439.63,1309,102.2905,1520.1,5845.4,151157,14033.222,199.433,20843.322,3.6,256.089
2019-10-01 00:00:00,1.58,1.79,1500,77.0678,265.513,3.03,3.91,15722.9,158673,1.64,443.54,1409,101.6885,1542,5923.4,151640,14125.274,198.867,20985.448,3.6,257.888
2020-01-01 00:00:00,1.11,1.38,1432,75.6947,267.047,2.91,3.89,15815.1,157525,1.26,448.69,1465,99.9384,1593.8,6047.4,151740,13887.048,196.367,20709.212,3.8,258.818
2020-04-01 00:00:00,0.14,0.8175,1220,67.760925,265.669,2.46,3.91,17391.8,137567,0.07,453.22,1080,87.3719,4910.4,6916.7,133712,12685.319,188.433,19077.992,10.475,256.292
2020-07-01 00:00:00,0.11,0.8175,1572,72.7916,268.248,2.42,3.31,16792.9,146215,0.09,461.22,1465,95.6491,6544.5,7117.3,140615,13813.706,194.267,20558.879,8.8,259.222
2020-10-01 00:00:00,0.09,0.86,1689,74.5059,269.876,2.42,3.3075,16451,149947,0.09,471.32,1567,97.3947,6742.9,7260.5,142580,14001.366,198.433,20791.917,6.8,261.092
2021-01-01 00:00:00,0.05,1.32,1774,75.1199,270.88,2.73,3.47,17398.025,150240,0.08,482.74,1577,97.6276,6970.5,7443.2,143492,14319.617,210.133,21082.134,6.2,263.742
2021-04-01 00:00:00,0.03,1.59,1693,76.7964,275.592,2.88,3.55,17060.4,151437,0.07,509.53,1578,99.2636,7149.2,7585.8,145157,14820.014,223.9,21440.929,5.9,268.55
2021-07-01 00:00:00,0.05,1.32,1678,77.4717,279.114,2.55,3.3075,16865,153305,0.09,537.9,1589,99.7178,7218.5,7625.775,147282,14943.244,233.648,21617.828,5.1,272.83
2021-10-01 00:00:00,0.05,1.54,1797,78.3048,283.418,2.65,3.31,16676.9,155345,0.08,556.24,1669,100.5414,7227.7,7625.775,149206,15086.862,241.697,21988.737,4.2,278.771
2022-01-01 00:00:00,0.31,1.94,1882,78.5636,288.029,3.2,3.95,16180.3,157658,0.12,576.53,1716,100.7942,7227.7,7624.2,150715,15100.85,253.042,21932.71,3.9,284.906
2022-04-01 00:00:00,1.08,2.93,1767,78.8634,292.209,4.04,5.02,16097.1,158110,0.77,613.79,1634,101.2638,7093.6,7447,151968,15224.357,264.005,21967.045,3.6,291.605
2022-07-01 00:00:00,2.66,3.11,1620,78.6243,296.616,4.24,5.35,16353.8,158622,2.19,623.31,1467,101.2037,6917.3,7314,153339,15295.828,264.005,22125.625,3.5,295.453
2022-10-01 00:00:00,4.04,3.83,1468,77.924,300.373,4.81,5.97,16519.1,158786,3.65,616.89,1389,100.6582,6681.5,7163.7,154174,15326.248,262.038,22278.345,3.6,298.542
2023-01-01 00:00:00,4.63,3.65,1503,77.6708,303.971,4.52,5.6,17001.3,160493,4.52,620.53,1379,100.7224,6421.4,7023.6,154992,15495.754,258.653,22439.607,3.5,301.23
2023-04-01 00:00:00,5.07,3.59,1504,77.4281,307.503,4.6,5.68,17182.8,160904,4.99,638.74,1453,100.7671,6118,6854.7,155637,15553.719,254.813,22580.499,3.5,303.398
2023-07-01 00:00:00,5.29,4.15,1540,77.3246,308.0505,4.91,5.97,17269.4,161021.25,5.26,641.4125,1383,100.9224,5968.7,6788.7,155787.75,15583.26575,256.816,22645.6215,3.6,304.04575
2023-10-01 00:00:00,5.28,4.44,1517,76.9417,308.0505,5.21,6.19,17398.025,161021.25,5.33,641.4125,1468,100.6453,5846.3,6733.5,155787.75,15583.26575,252.638,22645.6215,3.8,304.04575
